dataset,seed,user_id,statement_id,x_normalised,y_normalised
welfare,9,G_coords,1197,0.8040334855403348,0.6109375
welfare,9,D_coords,1041,0.2749579831932773,0.5735505510301868
rai,12,H_coords,278,0.7907413199874883,0.16843033509700175
rai,9,H_coords,272,0.33521220159151194,0.2077861163227017
rai,18,G_coords,569,0.1611185086551265,0.17149643705463183
welfare,29,E_coords,1144,0.39807162534435264,0.08266129032258064
rai,13,B_coords,312,0.20093302232589136,0.29508196721311475
welfare,27,A_coords,1222,0.19930555555555557,0.22515212981744423
welfare,0,A_coords,1050,0.2541737649063032,0.21893203883495146
rai,27,B_coords,517,0.3680724991286162,0.7928647497337593
welfare,9,G_coords,917,0.2165144596651446,0.6145833333333334
welfare,1,H_coords,1027,0.28378378378378377,0.5211200759373517
rai,16,G_coords,196,0.20721583652618136,0.8022181146025879
welfare,10,A_coords,1124,0.4760308414347972,0.8163558106169297
welfare,10,A_coords,1180,0.868253436138116,0.41272118603538976
rai,28,B_coords,187,0.07468311065433368,0.6425361957064404
rai,2,A_coords,570,0.5185314685314686,0.11782032400589101
rai,15,G_coords,373,0.8895274584929758,0.16774491682070242
rai,3,A_coords,542,0.125,0.7050074367873079
rai,8,D_coords,560,0.8088669950738916,0.07466281310211946
rai,1,D_coords,135,0.41224892986499834,0.7869966035904901
rai,15,E_coords,656,0.4035439652290204,0.17030784508440913
rai,7,A_coords,610,0.84032,0.08925233644859813
welfare,28,H_coords,929,0.8813328799727984,0.3435185185185185
rai,20,A_coords,560,0.5082077051926298,0.36001917545541706
rai,24,G_coords,7,0.39868603042876904,0.7719553614750121
rai,17,A_coords,384,0.4043970686209194,0.5437297547431744
rai,26,H_coords,387,0.19718309859154928,0.4125171311100959
welfare,12,D_coords,1055,0.23351351351351352,0.384394250513347
welfare,3,A_coords,1119,0.7077464788732394,0.31599607458292445
rai,5,E_coords,60,0.5094895287958116,0.18910107126222636
rai,0,D_coords,732,0.42254000680966974,0.3174200101574403
rai,6,G_coords,192,0.20044472681067343,0.6044973544973545
rai,7,E_coords,696,0.3734115347018573,0.2847424684159378
rai,5,D_coords,196,0.18600902643455836,0.685002350728726
rai,19,D_coords,543,0.842948717948718,0.2380729653882133
welfare,9,D_coords,1222,0.7761344537815126,0.05270723526593196
rai,10,H_coords,744,0.46741415557112825,0.7637335926105979
welfare,6,E_coords,1148,0.2973308504034761,0.6926807760141094
rai,9,B_coords,76,0.617458712504213,0.313039066463724
rai,25,D_coords,144,0.2679073033707865,0.24781491002570694
welfare,9,D_coords,1050,0.22789915966386554,0.4163871586008625
welfare,9,G_coords,956,0.8375190258751902,0.0875
welfare,9,D_coords,1244,0.3842016806722689,0.22280785816962145
rai,8,H_coords,452,0.5068448500651891,0.8350230414746543
welfare,11,H_coords,1166,0.42764345001804405,0.46988505747126436
rai,3,A_coords,617,0.4354166666666667,0.7288051561725335
welfare,9,D_coords,1000,0.6914285714285714,0.18878773358888357
rai,24,D_coords,453,0.5216934919524143,0.7147887323943662
rai,1,D_coords,852,0.7194599934145538,0.11305191654536632
rai,19,D_coords,603,0.2362179487179487,0.15060804490177737
rai,20,E_coords,797,0.6543794386202232,0.3254437869822485
welfare,3,A_coords,935,0.3580985915492958,0.20314033366045142
rai,22,H_coords,539,0.7401898734177215,0.4396020843202274
rai,9,H_coords,853,0.8958885941644562,0.1796435272045028
welfare,3,A_coords,1153,0.5686619718309859,0.661432777232581
rai,13,B_coords,445,0.5754748417194269,0.3373075012419275
rai,24,G_coords,855,0.14280774550484093,0.7874818049490538
welfare,9,G_coords,1032,0.3359969558599696,0.6984375
rai,9,H_coords,738,0.26889920424403185,0.6533771106941839
rai,19,D_coords,706,0.4855769230769231,0.1449953227315248
welfare,12,E_coords,1041,0.38517936632626343,0.33091603053435115
welfare,7,B_coords,1165,0.2961149200130591,0.5336174242424242
welfare,28,H_coords,1127,0.34852091125467527,0.17314814814814813
rai,7,E_coords,615,0.07168458781362007,0.6248785228377065
welfare,3,H_coords,1097,0.3110513940208263,0.49765698219306465
rai,1,D_coords,193,0.35824827132038195,0.3182920912178554
rai,27,B_coords,508,0.46287905193447193,0.1650692225772098
rai,22,H_coords,772,0.5180379746835443,0.8555187115111321
welfare,4,H_coords,1122,0.43337713534822603,0.23974645786726323
welfare,4,H_coords,1178,0.24704336399474375,0.5260999254287845
rai,20,E_coords,724,0.8593168752113629,0.4230769230769231
rai,19,D_coords,136,0.11570512820512821,0.4915809167446211
rai,3,E_coords,739,0.38972989017512616,0.2310405643738977
rai,16,G_coords,242,0.6206896551724138,0.18576709796672827
welfare,4,A_coords,926,0.40337763012181616,0.04056047197640118
welfare,3,A_coords,1094,0.223943661971831,0.39499509322865556
rai,10,H_coords,85,0.29782761037140854,0.6329606222654351
rai,20,E_coords,565,0.27967534663510313,0.5241617357001972
rai,13,G_coords,192,0.8918918918918919,0.4296951819075713
rai,22,A_coords,826,0.359251968503937,0.8223255813953488
rai,22,H_coords,119,0.6699367088607595,0.18237801989578398
rai,19,E_coords,196,0.10356083086053412,0.8558201058201058
rai,20,E_coords,791,0.038214406493067295,0.8284023668639053
rai,3,A_coords,681,0.8388888888888889,0.5052057511155181
rai,22,H_coords,610,0.37721518987341773,0.8517290383704406
rai,17,A_coords,191,0.8630912724850099,0.12309116149930588
welfare,8,D_coords,880,0.634457910252211,0.3957333333333333
rai,19,E_coords,374,0.7008902077151336,0.7292768959435626
rai,25,D_coords,84,0.2303370786516854,0.5048843187660669
rai,29,E_coords,311,0.22214742510939078,0.7835710772257747
rai,0,D_coords,604,0.3585291113381001,0.4855256475368207
rai,16,B_coords,718,0.6109701965757768,0.5568973525313516
rai,19,D_coords,610,0.5185897435897436,0.7684752104770813
welfare,11,H_coords,1124,0.31252255503428367,0.10436781609195403
welfare,5,B_coords,1147,0.45670103092783504,0.7918307086614174
rai,20,A_coords,791,0.7919597989949749,0.8700862895493768
welfare,6,B_coords,1148,0.6339979722879351,0.747284162378502
welfare,2,E_coords,1205,0.26312378483473753,0.476930548810102
rai,24,G_coords,8,0.16874135546334718,0.267345948568656
rai,6,G_coords,204,0.7941550190597204,0.6728395061728395
rai,27,H_coords,624,0.17484536082474228,0.20290556900726392
welfare,3,A_coords,950,0.3545774647887324,0.9416094210009813
welfare,6,B_coords,1131,0.6093274754984792,0.11149228130360206
rai,0,D_coords,91,0.7330609465440926,0.8730319959370239
rai,5,D_coords,635,0.4393939393939394,0.5002350728725905
welfare,4,A_coords,879,0.6982281284606866,0.2640117994100295
rai,24,G_coords,606,0.8599585062240664,0.7049975739932072
rai,0,H_coords,373,0.7375514788468738,0.3356265356265356
rai,7,A_coords,573,0.50112,0.8985981308411215
welfare,4,A_coords,903,0.29540420819490587,0.4553834808259587
welfare,9,G_coords,969,0.06316590563165905,0.5020833333333333
welfare,12,D_coords,1041,0.522972972972973,0.40369609856262834
rai,9,B_coords,511,0.5520728008088979,0.4591577879249112
rai,25,D_coords,361,0.6408005617977528,0.72853470437018
rai,22,H_coords,121,0.5677215189873418,0.49692089057318806
welfare,28,H_coords,1054,0.23767426045562734,0.3837962962962963
rai,8,G_coords,1171,0.1328628413623811,0.19797178130511464
welfare,10,G_coords,966,0.5564621409921671,0.779319606087735
rai,10,H_coords,842,0.7568325157673441,0.5940690325717064
rai,17,H_coords,192,0.20332090816672316,0.16924564796905223
rai,19,D_coords,80,0.5362179487179487,0.6047708138447146
rai,19,D_coords,199,0.7355769230769231,0.2829747427502339
rai,17,A_coords,748,0.0982678214523651,0.4002776492364646
rai,24,D_coords,603,0.6116165150454863,0.880784708249497
rai,9,B_coords,611,0.3535557802494102,0.502283105022831
rai,24,D_coords,7,0.5535339398180545,0.8546277665995976
rai,20,E_coords,551,0.18329387893134935,0.20364891518737674
rai,5,E_coords,190,0.6649214659685864,0.9580810433162552
rai,18,B_coords,96,0.44878498923408183,0.164021164021164
rai,7,A_coords,84,0.25376,0.3042056074766355
welfare,7,G_coords,984,0.7569965870307167,0.5230696798493408
rai,0,D_coords,601,0.6152536601974804,0.5576434738445911
welfare,0,A_coords,950,0.8088586030664395,0.6873786407766991
welfare,7,B_coords,1069,0.6980084884100555,0.5397727272727273
rai,23,A_coords,626,0.6786066381860006,0.9040895813047711
rai,9,B_coords,853,0.3228850690933603,0.8751902587519026
welfare,4,H_coords,1101,0.3169513797634691,0.09694258016405667
rai,9,B_coords,0,0.1695315133131109,0.6149162861491628
rai,22,H_coords,826,0.4370253164556962,0.7446707721459024
rai,21,D_coords,196,0.7198889274557445,0.8549060542797495
welfare,27,A_coords,1177,0.09375,0.8235294117647058
rai,28,B_coords,207,0.41623843782117165,0.7264103844233649
welfare,29,E_coords,1004,0.8543388429752066,0.626008064516129
rai,13,G_coords,805,0.8088088088088088,0.6794493608652901
welfare,3,A_coords,1097,0.24471830985915494,0.6741903827281649
rai,27,B_coords,747,0.32241199024050193,0.05484558040468584
rai,3,E_coords,194,0.056396556841792816,0.5771604938271605
welfare,27,A_coords,917,0.6840277777777778,0.22515212981744423
rai,14,E_coords,30,0.7018147684605757,0.7530474040632055
rai,17,H_coords,248,0.325313453066757,0.5299806576402321
rai,20,A_coords,195,0.7701842546063652,0.07142857142857142
welfare,8,D_coords,917,0.6043236161152964,0.6133333333333333
welfare,4,A_coords,874,0.6805094130675526,0.36430678466076694
welfare,29,E_coords,1022,0.23898071625344353,0.6723790322580645
rai,21,D_coords,656,0.589378687955571,0.3606471816283925
rai,10,H_coords,0,0.8384723195515067,0.6650461837627613
rai,13,G_coords,445,0.595261928595262,0.31563421828908556
welfare,5,B_coords,929,0.47010309278350515,0.07381889763779527
rai,1,G_coords,151,0.710267229254571,0.16224336504757136
rai,16,G_coords,393,0.5606641123882503,0.24676524953789278
rai,0,D_coords,50,0.5454545454545454,0.2889791772473337
rai,5,D_coords,600,0.7021276595744681,0.5590032910202163
rai,4,D_coords,475,0.5351386202450032,0.29354389224338134
welfare,12,E_coords,1025,0.2414244566640482,0.5091603053435114
rai,13,G_coords,737,0.5915915915915916,0.21976401179941002
rai,6,G_coords,50,0.900571791613723,0.1128747795414462
welfare,29,E_coords,917,0.48278236914600553,0.7232862903225806
rai,25,G_coords,135,0.5143474236346807,0.07556791840519239
rai,26,H_coords,805,0.38683262364886994,0.8675194152581087
welfare,4,H_coords,1171,0.26727989487516424,0.7893363161819538
rai,25,D_coords,33,0.6190308988764045,0.5938303341902313
rai,0,D_coords,735,0.7184201566224038,0.13560182833925852
rai,5,D_coords,190,0.6879432624113475,0.1847672778561354
rai,3,E_coords,681,0.93351142772336,0.8359788359788359
rai,0,H_coords,360,0.4548858105578435,0.7036855036855036
welfare,10,A_coords,966,0.41334227287965136,0.5915829746532759
rai,18,G_coords,7,0.4330892143808256,0.2033254156769596
rai,6,B_coords,695,0.6947477899115965,0.10741590214067279
rai,2,A_coords,626,0.48321678321678324,0.41531664212076586
rai,8,H_coords,721,0.5893089960886571,0.7184331797235023
welfare,12,D_coords,1176,0.2875675675675676,0.40985626283367554
welfare,3,H_coords,1193,0.7279140073899899,0.24601686972820994
welfare,5,B_coords,873,0.6580756013745704,0.6117125984251969
rai,18,G_coords,187,0.8129161118508655,0.768646080760095
rai,19,D_coords,162,0.17916666666666667,0.2698783910196445
welfare,4,A_coords,1026,0.8513289036544851,0.8204277286135693
rai,20,A_coords,559,0.30921273031825797,0.288111217641419
rai,21,D_coords,699,0.41825754946199234,0.26043841336116913
welfare,29,E_coords,963,0.2806473829201102,0.21673387096774194
rai,25,G_coords,85,0.6238815180499846,0.34585071859063515
welfare,1,H_coords,1222,0.06177606177606178,0.20360702420503085
rai,23,A_coords,420,0.8439040420637529,0.8481012658227848
welfare,5,B_coords,1117,0.16529209621993127,0.8385826771653543
rai,18,G_coords,543,0.1674434087882823,0.41092636579572445
rai,21,G_coords,699,0.3046875,0.4201758445164276
rai,9,H_coords,806,0.6687665782493368,0.574108818011257
rai,24,G_coords,493,0.20608575380359612,0.737506065016982
rai,24,G_coords,193,0.30428769017980634,0.19747695293546821
rai,8,H_coords,181,0.31910039113428945,0.2995391705069124
rai,28,H_coords,738,0.6795204147764096,0.41323106423777567
rai,26,H_coords,492,0.5715689485751719,0.13430790315212426
rai,24,D_coords,191,0.1497550734779566,0.448692152917505
rai,28,B_coords,360,0.9421034600890716,0.1602596105841238
rai,15,E_coords,289,0.19759277833500502,0.1628599801390268
welfare,27,G_coords,1087,0.6310013717421125,0.8210986874088478
rai,4,D_coords,61,0.8513862024500323,0.5513237343241988
rai,25,G_coords,542,0.236346806541191,0.40148354195642094
welfare,2,E_coords,1233,0.5657809462086844,0.5789218067022827
rai,6,G_coords,0,0.7534942820838628,0.1746031746031746
welfare,27,A_coords,1197,0.4201388888888889,0.5623732251521298
rai,12,A_coords,770,0.06268174474959612,0.889849795175239
rai,19,E_coords,199,0.8813056379821959,0.4514991181657848
welfare,0,A_coords,1026,0.19522998296422486,0.02621359223300971
rai,9,H_coords,611,0.375,0.7837711069418386
rai,19,E_coords,191,0.03560830860534125,0.5167548500881834
welfare,4,H_coords,897,0.3466491458607096,0.4597315436241611
rai,26,B_coords,8,0.3566411238825032,0.3966165413533835
rai,20,A_coords,745,0.5701842546063651,0.4031639501438159
rai,21,G_coords,665,0.4698153409090909,0.2943081906524757
rai,9,H_coords,0,0.623342175066313,0.7209193245778611
welfare,10,A_coords,879,0.2879651357693597,0.3333333333333333
welfare,9,D_coords,1191,0.5905882352941176,0.05654048873981792
rai,12,A_coords,204,0.7495961227786753,0.36413290851160673
welfare,0,A_coords,892,0.36013628620102217,0.6504854368932039
rai,25,D_coords,704,0.30793539325842695,0.37840616966580976
rai,19,D_coords,540,0.40865384615384615,0.8353601496725912
rai,28,H_coords,0,0.5541153596889177,0.08820709491850431
rai,24,D_coords,193,0.1357592722183345,0.6428571428571429
rai,6,G_coords,735,0.6585133418043202,0.6322751322751323
rai,16,G_coords,604,0.8237547892720306,0.22504621072088724
welfare,6,B_coords,1039,0.5680973301791146,0.6432246998284734
welfare,27,A_coords,1086,0.27534722222222224,0.5674442190669371
rai,14,E_coords,710,0.16708385481852314,0.28442437923250563
rai,7,A_coords,748,0.47104,0.25794392523364484
welfare,0,A_coords,1140,0.77206132879046,0.3407766990291262
rai,1,G_coords,135,0.9729254571026723,0.45718577866800203
rai,29,E_coords,173,0.4123190844833389,0.5169699950811608
welfare,1,H_coords,895,0.0722007722007722,0.5149501661129569
welfare,7,B_coords,933,0.2745674175644793,0.7888257575757576
rai,5,E_coords,200,0.23658376963350786,0.26362366092221706
rai,22,H_coords,508,0.7395569620253165,0.08005684509711038
rai,28,H_coords,360,0.2984445884640311,0.42138063279002874
welfare,10,A_coords,1185,0.5752598055648676,0.6408417025346724
welfare,12,D_coords,1084,0.22837837837837838,0.4698151950718686
welfare,7,G_coords,962,0.7150170648464164,0.7551789077212806
welfare,28,H_coords,907,0.2893573614416865,0.49953703703703706
welfare,5,B_coords,1171,0.26219931271477664,0.1781496062992126
rai,11,G_coords,591,0.19587291188994432,0.3464566929133858
rai,14,B_coords,704,0.38979659886628876,0.722928317234367
rai,10,H_coords,8,0.14190609670637702,0.332036947010209
rai,10,H_coords,770,0.07918710581639804,0.7992221682061255
rai,21,D_coords,738,0.8385977091287747,0.44258872651356995
rai,4,D_coords,843,0.8900709219858156,0.864375290292615
rai,10,H_coords,768,0.5522074281709881,0.3398152649489548
rai,12,A_coords,550,0.27140549273021003,0.4624487938097406
rai,9,H_coords,511,0.5464190981432361,0.275328330206379
welfare,28,H_coords,1166,0.5685141108466508,0.6333333333333333
rai,16,G_coords,624,0.6184546615581098,0.305452865064695
rai,27,B_coords,695,0.6179853607528756,0.6166134185303515
welfare,2,E_coords,1135,0.541153596889177,0.2773190869354055
rai,13,G_coords,232,0.600266933600267,0.6012782694198623
rai,25,D_coords,285,0.38799157303370785,0.0832904884318766
rai,28,B_coords,804,0.6903048989379925,0.7383924113829257
welfare,3,H_coords,1119,0.6577091031239503,0.5923149015932521
welfare,9,D_coords,896,0.8423529411764706,0.28318160038332535
rai,18,G_coords,806,0.4484021304926764,0.6356294536817102
welfare,8,D_coords,1032,0.5640353750409434,0.3744
rai,24,G_coords,603,0.6417704011065007,0.07423580786026202
welfare,0,A_coords,969,0.5686541737649063,0.5199029126213592
rai,6,B_coords,192,0.3172126885075403,0.095565749235474
rai,12,A_coords,737,0.35024232633279484,0.5794264906690942
rai,20,E_coords,679,0.5448089279675347,0.11538461538461539
rai,7,A_coords,696,0.73312,0.4808411214953271
rai,18,G_coords,249,0.20139813581890811,0.7268408551068883
rai,28,B_coords,602,0.6200753682768071,0.654518222666001
welfare,27,A_coords,1200,0.20243055555555556,0.7870182555780934
welfare,10,G_coords,891,0.5639686684073107,0.25604297224709044
rai,19,D_coords,191,0.6762820512820513,0.7694106641721234
rai,4,D_coords,10,0.8575112830431979,0.7863446353924756
rai,26,H_coords,395,0.28856862102849656,0.1658291457286432
rai,15,E_coords,361,0.5840855901036442,0.0506454816285998
rai,7,E_coords,605,0.1893124796350603,0.5796890184645287
rai,11,B_coords,313,0.35964240102171136,0.7085610200364298
rai,20,A_coords,86,0.10150753768844221,0.7953020134228188
rai,8,G_coords,904,0.07272169377109543,0.25132275132275134
rai,26,B_coords,388,0.708492975734355,0.22321428571428573
rai,27,H_coords,30,0.41237113402061853,0.38353510895883774
welfare,27,A_coords,1234,0.5694444444444444,0.3671399594320487
rai,28,B_coords,173,0.6142514559780747,0.43185222166749876
rai,2,H_coords,530,0.5181762168823167,0.5850340136054422
rai,8,G_coords,1167,0.5474071801166002,0.10802469135802469
rai,16,B_coords,805,0.5843373493975904,0.30143985137018114
rai,18,G_coords,81,0.14980026631158455,0.8213776722090261
rai,0,H_coords,680,0.6222388618494946,0.12923832923832923
rai,28,B_coords,221,0.42069201781432,0.4148776834747878
welfare,9,G_coords,1050,0.4250380517503805,0.4901041666666667
rai,21,D_coords,665,0.34849010760152727,0.17954070981210857
rai,28,H_coords,173,0.5933246921581335,0.1965484180249281
welfare,7,B_coords,962,0.08880182827293504,0.5913825757575758
welfare,12,D_coords,961,0.16864864864864865,0.6193018480492813
welfare,7,B_coords,1074,0.47078028077048645,0.4715909090909091
rai,15,G_coords,370,0.45338441890166026,0.7781885397412199
welfare,0,A_coords,1009,0.1151618398637138,0.3737864077669903
rai,6,B_coords,392,0.4284971398855954,0.5886850152905199
rai,21,G_coords,245,0.22301136363636365,0.7214252660805183
rai,17,H_coords,107,0.23957980345645544,0.6378143133462283
rai,27,H_coords,0,0.08247422680412371,0.27263922518159805
rai,3,A_coords,603,0.33819444444444446,0.2449181953396133
rai,20,E_coords,286,0.8437605681433886,0.8353057199211046
rai,18,B_coords,507,0.2728391264226392,0.38932980599647266
rai,26,B_coords,380,0.47413793103448276,0.5056390977443609
rai,2,A_coords,770,0.9125874125874126,0.7722140402552774
rai,20,E_coords,258,0.5735542779844437,0.2480276134122288
rai,24,D_coords,572,0.9356193142057383,0.3113682092555332
rai,22,H_coords,462,0.6686708860759494,0.39649455234486025
rai,26,H_coords,570,0.24074680641991483,0.07629054362722705
rai,18,B_coords,10,0.3254383266687173,0.6798941798941799
rai,5,D_coords,151,0.7559638942617666,0.7287259050305595
rai,23,A_coords,852,0.5497863950049293,0.750730282375852
rai,9,B_coords,612,0.4115267947421638,0.21562658548959918
rai,9,H_coords,456,0.5699602122015915,0.5825515947467167
rai,12,H_coords,187,0.2133249921801689,0.927689594356261
rai,26,H_coords,624,0.12905339010809042,0.6633165829145728
rai,19,D_coords,740,0.2782051282051282,0.44855004677268473
rai,5,D_coords,9,0.13120567375886524,0.5561824165491303
welfare,6,B_coords,1059,0.10442717134166948,0.6129216695254431
welfare,9,D_coords,917,0.3892436974789916,0.13464302827024438
rai,6,B_coords,0,0.36453458138325534,0.6746941896024465
rai,23,A_coords,729,0.811698981268485,0.5676728334956183
rai,22,A_coords,121,0.25098425196850394,0.29023255813953486
rai,4,G_coords,506,0.7719298245614035,0.41687594173782017
rai,12,A_coords,609,0.4084006462035541,0.6590805644060082
rai,3,E_coords,542,0.09973285841495994,0.701058201058201
rai,2,H_coords,570,0.4722735674676525,0.4222222222222222
rai,25,D_coords,605,0.2401685393258427,0.6647814910025707
rai,8,D_coords,195,0.6026272577996716,0.08477842003853564
welfare,8,D_coords,1077,0.4615132656403538,0.17386666666666667
rai,14,B_coords,30,0.588862954318106,0.5465175394001017
rai,11,B_coords,86,0.6219667943805874,0.7213114754098361
rai,8,D_coords,569,0.361576354679803,0.808766859344894
rai,18,G_coords,14,0.34420772303595204,0.6878859857482186
rai,8,G_coords,1068,0.6121509665541577,0.26102292768959434
welfare,12,E_coords,1226,0.2000523697302959,0.08511450381679389
rai,3,E_coords,546,0.736420302760463,0.38756613756613756
welfare,8,D_coords,1134,0.18866688503111692,0.6336
welfare,29,E_coords,927,0.18973829201101927,0.4067540322580645
rai,7,A_coords,747,0.13856,0.0911214953271028
rai,7,A_coords,390,0.35136,0.8939252336448598
welfare,6,E_coords,932,0.32526381129733084,0.26763668430335097
welfare,8,D_coords,1087,0.39305601048149363,0.7578666666666667
rai,21,G_coords,187,0.17400568181818182,0.3095788986580287
rai,4,G_coords,746,0.5617475060199518,0.5339025615268709
rai,21,G_coords,374,0.15944602272727273,0.7584451642757982
rai,11,B_coords,604,0.6993614303959131,0.654280510018215
rai,24,G_coords,453,0.3367911479944675,0.7899078117418729
rai,25,G_coords,84,0.16291268127121258,0.34075104311543813
rai,6,B_coords,506,0.7415496619864794,0.6444954128440367
rai,5,E_coords,768,0.48658376963350786,0.6865393572426641
rai,9,H_coords,572,0.6949602122015915,0.6946529080675422
welfare,4,H_coords,1077,0.7235216819973719,0.05219985085756898
welfare,6,E_coords,1115,0.43109869646182497,0.33024691358024694
rai,12,H_coords,605,0.6909602752580545,0.3955026455026455
rai,9,H_coords,27,0.4519230769230769,0.5595684803001876
rai,4,G_coords,62,0.3515651874785002,0.17679558011049723
rai,0,D_coords,196,0.8576779026217228,0.8608430675469781
welfare,12,E_coords,1063,0.27153705158418434,0.21870229007633588
rai,22,A_coords,700,0.31528871391076113,0.3697674418604651
welfare,7,B_coords,984,0.6395690499510284,0.2883522727272727
rai,20,E_coords,657,0.7696990192762936,0.8831360946745562
welfare,8,D_coords,1045,0.06845725515886014,0.64
rai,26,H_coords,796,0.3986243039633148,0.06258565555047967
welfare,1,H_coords,962,0.20038610038610039,0.5168485999050784
welfare,3,A_coords,1193,0.5190140845070422,0.2536800785083415
rai,17,H_coords,486,0.46391053880040667,0.4318181818181818
rai,13,G_coords,623,0.1748415081748415,0.13126843657817108
rai,24,D_coords,826,0.4636109167249825,0.8752515090543259
rai,29,E_coords,116,0.9596095590710199,0.8125922282341368
welfare,11,H_coords,882,0.13641284734752795,0.3641379310344828
rai,7,E_coords,7,0.7706093189964157,0.19825072886297376
rai,17,A_coords,80,0.08261159227181879,0.22350763535400278
welfare,0,A_coords,1041,0.6654173764906304,0.1742718446601942
rai,11,B_coords,29,0.16091954022988506,0.41129326047358833
rai,15,G_coords,804,0.5740740740740741,0.7222735674676525
rai,8,D_coords,85,0.03711001642036125,0.6382466281310212
rai,3,E_coords,333,0.8376372810923123,0.21031746031746032
rai,19,E_coords,563,0.8314540059347181,0.15343915343915343
rai,2,A_coords,764,0.18321678321678322,0.5586647029945999
rai,4,G_coords,419,0.5951152390780874,0.4620793571069814
rai,3,A_coords,810,0.7756944444444445,0.5959345562716907
welfare,2,E_coords,884,0.9400518470511989,0.18067022826614862
welfare,10,G_coords,1192,0.556135770234987,0.8589973142345568
rai,14,B_coords,390,0.6072024008002668,0.33807829181494664
rai,20,E_coords,700,0.688873858640514,0.14003944773175542
rai,14,E_coords,191,0.03410513141426783,0.7693002257336343
welfare,27,G_coords,1012,0.8034979423868313,0.2805055906660185
rai,9,B_coords,738,0.4860128075497135,0.4835109081684424
rai,27,H_coords,747,0.622680412371134,0.45811138014527847
rai,22,A_coords,196,0.10958005249343832,0.0758139534883721
rai,15,E_coords,747,0.9334670678702774,0.8326713008937437
welfare,12,E_coords,1166,0.6666666666666666,0.4530534351145038
welfare,10,G_coords,1180,0.20071801566579633,0.4538943598925694
rai,3,E_coords,191,0.17750074205995844,0.0873015873015873
welfare,12,D_coords,1122,0.2851351351351351,0.4924024640657084
rai,29,E_coords,271,0.7068327162571525,0.7919331037875061
rai,1,G_coords,181,0.9187763713080169,0.21331997996995494
rai,27,H_coords,695,0.514639175257732,0.387409200968523
rai,9,B_coords,806,0.25075834175935285,0.6098427194317605
rai,0,D_coords,497,0.14300306435137897,0.8024377856780092
rai,17,H_coords,834,0.6665537106065741,0.14603481624758222
rai,10,H_coords,609,0.6601261387526279,0.1536217792902285
welfare,10,A_coords,897,0.24706671136439826,0.4811095169775227
welfare,0,A_coords,954,0.1131175468483816,0.4796116504854369
welfare,10,G_coords,1036,0.19745430809399478,0.7896150402864817
rai,26,B_coords,796,0.5306513409961686,0.4417293233082707
rai,4,G_coords,393,0.824905400756794,0.47061778001004523
welfare,4,H_coords,886,0.39579500657030225,0.09619686800894854
rai,9,B_coords,704,0.4492753623188406,0.32318619989852865
rai,25,D_coords,743,0.8110955056179775,0.5290488431876607
rai,11,G_coords,189,0.8414674091057975,0.7758221398795738
rai,8,G_coords,917,0.10125805461798097,0.431657848324515
