dataset,seed,user_id,statement_id,x_normalised,y_normalised
welfare,5,E_coords,1171,0.8646737383477981,0.29278846153846155
rai,0,H_coords,123,0.5593410707600149,0.23194103194103194
rai,9,H_coords,612,0.3862732095490716,0.43808630393996245
rai,16,G_coords,310,0.13569604086845466,0.28789279112754157
rai,24,G_coords,729,0.8699861687413555,0.14410480349344978
rai,28,H_coords,804,0.4799092676604018,0.13950143815915628
rai,14,E_coords,647,0.7568836045056321,0.48397291196388265
rai,28,B_coords,738,0.5861596437136005,0.5391912131802297
rai,20,A_coords,657,0.2780569514237856,0.697986577181208
rai,8,H_coords,543,0.8715775749674055,0.7497695852534563
rai,21,D_coords,603,0.45157931273863244,0.36430062630480164
welfare,8,D_coords,1171,0.5601048149361284,0.5114666666666666
rai,29,E_coords,10,0.3688993604846853,0.35071323167732416
welfare,27,A_coords,1231,0.1375,0.6713995943204868
rai,13,G_coords,510,0.6786786786786787,0.24631268436578171
rai,7,E_coords,573,0.8712935809710003,0.35714285714285715
rai,4,G_coords,361,0.3216374269005848,0.35961828227021597
welfare,0,A_coords,1145,0.8957410562180579,0.10970873786407767
rai,14,B_coords,543,0.39579859953317775,0.43721403152008137
rai,18,G_coords,237,0.3485352862849534,0.15106888361045132
rai,18,B_coords,377,0.33897262380805904,0.3549382716049383
rai,15,E_coords,394,0.16649949849548645,0.42502482621648463
rai,16,G_coords,805,0.17305236270753513,0.20378927911275416
welfare,10,A_coords,1094,0.6610794502179015,0.7551410808225729
rai,28,H_coords,368,0.5450421257290992,0.3911792905081496
welfare,3,H_coords,1124,0.3325495465233457,0.23992502343017807
rai,28,B_coords,79,0.48475505310037686,0.7853220169745382
rai,12,A_coords,194,0.056219709208400644,0.07783340919435594
rai,17,A_coords,486,0.3331112591605596,0.5691809347524295
rai,3,A_coords,194,0.06631944444444444,0.8760535448686168
rai,22,A_coords,205,0.6558398950131233,0.6534883720930232
rai,29,B_coords,271,0.235593884751078,0.7187196896217265
rai,9,B_coords,403,0.6434108527131783,0.40842212075088785
rai,21,G_coords,508,0.8781960227272727,0.13651087459509487
welfare,5,E_coords,880,0.7431693989071039,0.3855769230769231
rai,12,H_coords,827,0.18642477322489834,0.17592592592592593
rai,14,E_coords,704,0.19367959949937422,0.491196388261851
rai,7,E_coords,190,0.1365265558813946,0.8464528668610302
rai,28,H_coords,20,0.45690213869086194,0.43576222435282835
rai,1,G_coords,604,0.8509142053445851,0.24636955433149724
rai,27,H_coords,796,0.15917525773195876,0.3196125907990315
welfare,3,A_coords,1126,0.060211267605633806,0.9048086359175662
welfare,9,G_coords,1148,0.7697869101978692,0.2484375
rai,6,G_coords,506,0.7852604828462516,0.2552910052910053
rai,17,A_coords,107,0.5093271152564957,0.08977325312355391
welfare,5,B_coords,1089,0.6388316151202749,0.483759842519685
rai,2,H_coords,188,0.06839186691312385,0.08435374149659863
rai,28,H_coords,91,0.4539857420609203,0.3159156279961649
welfare,10,G_coords,1009,0.1409921671018277,0.4740376007162041
rai,26,H_coords,565,0.6272518833933836,0.652352672453175
rai,11,G_coords,604,0.10579757615460203,0.24779990736452062
welfare,27,A_coords,1087,0.5583333333333333,0.11967545638945233
rai,21,D_coords,187,0.8615064213814647,0.18006263048016702
welfare,29,E_coords,942,0.9652203856749312,0.029737903225806453
rai,27,B_coords,711,0.5904496340188219,0.2689030883919063
rai,24,D_coords,557,0.7564730580825753,0.5633802816901409
rai,21,D_coords,544,0.9094064560916348,0.627348643006263
rai,18,G_coords,377,0.7503328894806924,0.22612826603325414
rai,8,D_coords,603,0.902791461412151,0.7813102119460501
rai,26,B_coords,626,0.3288633461047254,0.5460526315789473
welfare,9,D_coords,1248,0.8547899159663865,0.12505989458552946
welfare,3,A_coords,1084,0.45492957746478874,0.33709519136408245
welfare,10,A_coords,1027,0.18303721086154878,0.3582018173122908
rai,1,G_coords,548,0.0450070323488045,0.9093640460691037
rai,24,D_coords,62,0.6850944716585025,0.5352112676056338
rai,11,G_coords,826,0.6033409760890927,0.6641963872163038
rai,28,B_coords,0,0.29770469338814665,0.6095856215676485
welfare,4,H_coords,1026,0.7258869908015769,0.35197613721103654
rai,11,G_coords,85,0.662626924336718,0.23853635942566004
welfare,4,A_coords,985,0.6423034330011074,0.2640117994100295
welfare,5,E_coords,1117,0.5721632915461267,0.30096153846153845
welfare,3,A_coords,1124,0.5059859154929578,0.5897939156035329
rai,8,G_coords,1086,0.8125191776618594,0.11816578483245149
rai,6,G_coords,392,0.5470139771283354,0.20414462081128748
welfare,5,E_coords,1089,0.28318868531018965,0.4322115384615385
rai,19,E_coords,85,0.5913946587537092,0.9576719576719577
rai,3,E_coords,376,0.45117245473434253,0.20414462081128748
rai,4,D_coords,605,0.8143133462282398,0.8588016720854621
rai,16,G_coords,266,0.4521072796934866,0.1963955637707948
rai,29,B_coords,30,0.40729125833006663,0.48157129000969934
rai,26,B_coords,570,0.44891443167305234,0.7227443609022557
rai,16,B_coords,266,0.6775523145212429,0.5164886205294937
rai,8,G_coords,1049,0.4016569499846579,0.7107583774250441
welfare,29,E_coords,929,0.7930440771349863,0.21219758064516128
rai,29,B_coords,233,0.3426107408859271,0.0863239573229874
welfare,6,E_coords,1059,0.8094351334574799,0.25396825396825395
rai,5,E_coords,287,0.5674083769633508,0.13740102468560783
rai,1,D_coords,737,0.6522884425419823,0.13779718583212033
rai,3,E_coords,451,0.197091124962897,0.677689594356261
rai,6,G_coords,236,0.5975222363405337,0.5784832451499118
welfare,4,A_coords,1171,0.40005537098560356,0.23008849557522124
rai,4,D_coords,563,0.24016763378465505,0.6293543892243382
rai,2,H_coords,196,0.9214417744916821,0.04353741496598639
rai,2,H_coords,798,0.8296364756623537,0.34512471655328797
welfare,8,D_coords,1131,0.45103177202751393,0.7701333333333333
welfare,27,G_coords,981,0.7753772290809328,0.4214876033057851
rai,23,A_coords,656,0.462372658560631,0.6134371957156767
welfare,10,G_coords,1131,0.3554177545691906,0.5438675022381378
welfare,4,A_coords,897,0.5642303433001108,0.3687315634218289
rai,12,A_coords,499,0.5072697899838449,0.3359126081019572
rai,26,B_coords,864,0.7241379310344828,0.30968045112781956
welfare,10,G_coords,897,0.14197127937336815,0.7658907788719785
rai,2,A_coords,81,0.3968531468531469,0.18851251840942562
rai,17,H_coords,88,0.682480515079634,0.28433268858800775
welfare,5,B_coords,1172,0.33814432989690724,0.6446850393700787
rai,14,E_coords,769,0.6364205256570713,0.6207674943566591
rai,1,G_coords,737,0.9556962025316456,0.36955433149724587
welfare,28,H_coords,902,0.4110846650799048,0.37222222222222223
rai,27,B_coords,787,0.3290345067967933,0.1496272630457934
rai,29,B_coords,173,0.4143473147785182,0.3642095053346266
rai,11,G_coords,700,0.2309204061578775,0.12320518758684576
welfare,12,D_coords,1159,0.4337837837837838,0.5219712525667352
welfare,4,H_coords,884,0.6851511169513798,0.4436987322893363
welfare,9,D_coords,1032,0.3042016806722689,0.2050790608528989
rai,27,B_coords,193,0.8428023701638201,0.251863684771033
rai,20,A_coords,151,0.7765494137353434,0.34563758389261745
welfare,5,B_coords,1026,0.22542955326460482,0.3188976377952756
rai,5,D_coords,392,0.6012250161186331,0.7597555242125059
rai,15,E_coords,471,0.8900033433634236,0.29046673286991065
welfare,1,H_coords,1007,0.1532818532818533,0.741813004271476
welfare,27,G_coords,1124,0.9070644718792867,0.7476908118619349
welfare,10,A_coords,1003,0.08012068387529332,0.6197991391678622
rai,15,G_coords,788,0.1516602809706258,0.7102587800369686
rai,14,B_coords,205,0.2980993664554852,0.6232841891204881
rai,10,H_coords,700,0.8055360896986685,0.2610597958191541
welfare,8,D_coords,1086,0.507369800196528,0.4112
rai,10,H_coords,61,0.7252978276103714,0.23723869713174525
rai,25,D_coords,135,0.44417134831460675,0.15989717223650385
welfare,12,D_coords,1166,0.5843243243243244,0.6574948665297742
rai,13,G_coords,377,0.735402068735402,0.6470009832841691
welfare,12,D_coords,1226,0.36324324324324325,0.25831622176591373
rai,9,H_coords,76,0.5762599469496021,0.16463414634146342
rai,29,E_coords,187,0.030629417704476608,0.03246433841613379
rai,3,E_coords,679,0.5520926090828139,0.2429453262786596
rai,12,A_coords,542,0.6465266558966074,0.6208466090122895
rai,2,H_coords,272,0.3585951940850277,0.28435374149659864
rai,2,H_coords,770,0.05760936537276648,0.9546485260770975
rai,7,E_coords,80,0.9393939393939394,0.8177842565597667
rai,29,E_coords,204,0.2904745876809155,0.6596163305459911
rai,3,A_coords,511,0.4375,0.9400099157164105
rai,21,G_coords,204,0.4921875,0.46876446089773255
welfare,3,A_coords,1176,0.7024647887323944,0.3930323846908734
welfare,10,G_coords,1186,0.8593342036553525,0.3285586392121755
rai,21,G_coords,738,0.4797585227272727,0.14298935677926886
rai,5,E_coords,194,0.39267015706806285,0.9208197484862599
welfare,2,E_coords,926,0.6772521062864549,0.2578921806702283
rai,29,B_coords,311,0.5860446883575069,0.3685741998060136
rai,1,D_coords,151,0.652617714850181,0.30373605046094126
welfare,12,D_coords,939,0.22783783783783784,0.5609856262833676
welfare,3,H_coords,917,0.6345314074571716,0.22164948453608246
welfare,27,G_coords,970,0.5445816186556928,0.13417598444336412
rai,10,H_coords,539,0.9383321653819201,0.32280019445794844
welfare,3,H_coords,1153,0.21598925092374874,0.26101218369259604
rai,15,E_coords,9,0.4887997325309261,0.27805362462760674
welfare,11,H_coords,998,0.346084446048358,0.45011494252873563
rai,10,H_coords,189,0.9607568325157674,0.4929508993680117
rai,22,H_coords,700,0.6705696202531646,0.5196589294173377
rai,27,H_coords,827,0.19134020618556702,0.43825665859564167
rai,5,D_coords,768,0.6054158607350096,0.6732487070992007
rai,11,B_coords,826,0.38135376756066414,0.2615664845173042
rai,2,A_coords,738,0.6244755244755245,0.43986254295532645
welfare,0,A_coords,1152,0.787052810902896,0.1796116504854369
welfare,1,H_coords,1127,0.08185328185328185,0.8196487897484576
rai,2,A_coords,272,0.5884615384615385,0.09229258713794797
welfare,5,B_coords,1032,0.3604810996563574,0.3302165354330709
rai,21,G_coords,391,0.8093039772727273,0.17029153169828784
rai,2,H_coords,738,0.47689463955637706,0.7900226757369615
rai,16,G_coords,600,0.10057471264367816,0.19408502772643252
rai,6,B_coords,507,0.6765470618824753,0.3857033639143731
welfare,11,H_coords,1226,0.6983038614218694,0.6735632183908046
rai,14,B_coords,340,0.15905301767255753,0.9552618200305033
welfare,0,A_coords,1094,0.34787052810902896,0.13932038834951457
rai,4,G_coords,843,0.4103887168902649,0.20341536916122552
welfare,0,A_coords,897,0.8391822827938671,0.35194174757281554
welfare,29,E_coords,951,0.9665977961432507,0.12399193548387097
rai,13,G_coords,810,0.38538538538538536,0.19960668633235004
rai,2,A_coords,748,0.35384615384615387,0.7221404025527737
rai,13,B_coords,207,0.2729090303232256,0.7690014903129657
rai,22,H_coords,196,0.13164556962025317,0.1122690667929891
rai,13,G_coords,656,0.6690023356690024,0.3382497541789577
welfare,2,E_coords,1131,0.857096565132858,0.32200097134531325
rai,3,A_coords,391,0.06909722222222223,0.7416955875061974
welfare,2,E_coords,1172,0.592352559948153,0.13841670713938806
rai,0,D_coords,680,0.6751787538304392,0.5292026409344845
rai,26,H_coords,257,0.3494923026531281,0.4029237094563728
rai,1,D_coords,188,0.35199209746460325,0.5012130033964095
rai,12,A_coords,187,0.05298869143780291,0.42239417387346384
rai,5,D_coords,152,0.6734364925854287,0.8128819934179595
rai,16,G_coords,804,0.5740740740740741,0.7222735674676525
rai,16,B_coords,624,0.1613823715916297,0.06177426846261031
welfare,5,E_coords,1026,0.9723561555769848,0.08653846153846154
rai,16,B_coords,604,0.2958148383005707,0.7059916395726893
rai,12,H_coords,230,0.47513293712855803,0.4532627865961199
welfare,28,H_coords,950,0.37504250255015303,0.7268518518518519
welfare,27,G_coords,1200,0.15020576131687244,0.1652892561983471
rai,6,B_coords,47,0.2958918356734269,0.4709480122324159
welfare,28,H_coords,897,0.3862631757905474,0.3013888888888889
rai,7,E_coords,176,0.5751058976865429,0.5043731778425656
rai,2,H_coords,656,0.4550215650030807,0.6702947845804988
rai,14,B_coords,148,0.5918639546515505,0.8235892221657346
rai,28,H_coords,221,0.6568373298768633,0.2037392138063279
rai,27,B_coords,145,0.8173579644475427,0.7902023429179978
rai,7,E_coords,50,0.35777126099706746,0.08746355685131195
welfare,29,E_coords,926,0.4872589531680441,0.6209677419354839
rai,6,G_coords,657,0.44186785260482847,0.3373015873015873
rai,5,D_coords,287,0.745003223726628,0.8274565115185708
rai,13,B_coords,47,0.19293568810396536,0.6537506209637357
rai,15,E_coords,118,0.3597459043798061,0.6524329692154915
rai,4,D_coords,361,0.5219213410702772,0.8109614491407339
welfare,27,A_coords,1174,0.8208333333333333,0.16734279918864098
welfare,9,D_coords,1112,0.6191596638655462,0.33349305222807857
rai,0,D_coords,192,0.9322437861763705,0.6094464195022854
rai,2,H_coords,768,0.3915588416512631,0.836281179138322
welfare,2,E_coords,1001,0.3953337653920933,0.4439048081593006
welfare,10,G_coords,917,0.46475195822454307,0.6450313339301701
rai,18,B_coords,249,0.21224238695785913,0.46164021164021163
welfare,0,A_coords,1102,0.14616695059625212,0.654368932038835
rai,7,A_coords,80,0.6656,0.5121495327102804
rai,29,E_coords,30,0.49814877145742176,0.750614854894245
rai,25,G_coords,360,0.6908361616784943,0.5600370885489105
rai,29,E_coords,189,0.3116795691686301,0.7761928184948352
rai,2,H_coords,626,0.4020332717190388,0.3687074829931973
welfare,2,E_coords,1219,0.652948801036941,0.6090335114133074
rai,5,D_coords,77,0.7869116698903933,0.4226610249177245
rai,1,D_coords,306,0.652617714850181,0.6705482775351771
welfare,6,E_coords,989,0.7880198634388579,0.33994708994708994
rai,3,A_coords,428,0.6315972222222223,0.8715914724838869
rai,0,H_coords,737,0.662298764507675,0.33906633906633904
welfare,11,H_coords,985,0.147239263803681,0.5572413793103448
rai,29,E_coords,254,0.5496465836418715,0.30545991146089524
welfare,7,B_coords,880,0.35422788116225923,0.3143939393939394
rai,12,H_coords,770,0.9302471066624961,0.5784832451499118
rai,11,G_coords,810,0.17622011136586962,0.5474756831866605
rai,13,B_coords,776,0.34155281572809065,0.7247888723298559
rai,22,A_coords,391,0.5711942257217848,0.40651162790697676
rai,8,G_coords,1118,0.8695918993556305,0.1472663139329806
rai,10,H_coords,444,0.6541695865451997,0.2445308701993194
rai,17,H_coords,196,0.24940698068451372,0.08704061895551257
rai,16,B_coords,373,0.3703233988585923,0.777519739897817
rai,0,H_coords,732,0.7959565705728192,0.04914004914004914
welfare,11,H_coords,940,0.7798628653915554,0.6202298850574712
rai,6,B_coords,449,0.6047841913676547,0.5042048929663608
welfare,10,G_coords,1003,0.1746083550913838,0.14010743061772604
rai,8,G_coords,875,0.3949064130101258,0.24382716049382716
rai,22,A_coords,508,0.8267716535433071,0.8348837209302326
rai,25,D_coords,196,0.6794241573033708,0.6107969151670951
rai,0,H_coords,477,0.48820666417072256,0.15921375921375922
rai,27,H_coords,173,0.5397938144329897,0.4692493946731235
rai,17,A_coords,192,0.9287141905396402,0.09116149930587691
welfare,3,H_coords,996,0.2989586832381592,0.3392689784442362
rai,28,H_coords,81,0.5178224238496435,0.540268456375839
rai,12,H_coords,694,0.3787926180794495,0.08245149911816578
rai,25,G_coords,611,0.3045356371490281,0.44042651831247104
rai,22,A_coords,539,0.6384514435695539,0.38232558139534883
rai,0,H_coords,601,0.49344814676151255,0.35085995085995086
rai,3,E_coords,748,0.398337785693084,0.7451499118165785
welfare,28,H_coords,1092,0.4882692961577695,0.5277777777777778
rai,6,B_coords,563,0.7977119084763391,0.2805810397553517
rai,12,H_coords,550,0.5283077885517673,0.5291005291005291
rai,17,A_coords,570,0.6272485009993338,0.6732993984266543
welfare,5,B_coords,1048,0.35738831615120276,0.4438976377952756
welfare,27,A_coords,1096,0.6277777777777778,0.05425963488843814
welfare,1,H_coords,1243,0.4088803088803089,0.3654485049833887
rai,2,H_coords,797,0.5566851509550216,0.7156462585034014
welfare,6,B_coords,1168,0.45251774248056775,0.5683247570040023
rai,0,H_coords,192,0.7120928491201797,0.11695331695331695
rai,22,A_coords,119,0.7188320209973753,0.6432558139534884
rai,18,G_coords,507,0.24434087882822902,0.8247030878859858
rai,11,G_coords,265,0.8444153291844088,0.1440481704492821
welfare,3,H_coords,1094,0.48303661404098086,0.37628865979381443
rai,13,G_coords,7,0.320653987320654,0.24336283185840707
welfare,7,G_coords,1165,0.6320819112627987,0.6388888888888888
rai,5,E_coords,600,0.26341623036649214,0.38658593386120166
welfare,28,H_coords,1007,0.41652499149948996,0.20694444444444443
rai,29,B_coords,151,0.20109760878087024,0.3850630455868089
rai,13,G_coords,736,0.7387387387387387,0.22468043264503443
rai,18,G_coords,492,0.40579227696404796,0.10783847980997625
rai,15,G_coords,196,0.20721583652618136,0.8022181146025879
rai,16,B_coords,50,0.07577679137603044,0.8820250812819321
welfare,6,E_coords,911,0.16418373680943513,0.36772486772486773
rai,7,A_coords,615,0.31168,0.31588785046728973
welfare,6,B_coords,884,0.12200067590402162,0.10405946255002858
rai,5,E_coords,141,0.162630890052356,0.4350256171401956
rai,4,G_coords,605,0.8957688338493293,0.5600200904068308
welfare,3,A_coords,1158,0.07253521126760563,0.302747791952895
rai,3,A_coords,191,0.4239583333333333,0.1517104610808131
rai,0,H_coords,196,0.3620366903781355,0.5179361179361179
welfare,29,E_coords,891,0.31852617079889806,0.5055443548387096
rai,22,H_coords,519,0.8765822784810127,0.4258645191852203
rai,16,B_coords,242,0.33703233988585923,0.3214119832791454
rai,24,G_coords,826,0.30428769017980634,0.6016496846191169
rai,27,B_coords,30,0.3450679679330777,0.30404685835995743
rai,7,A_coords,176,0.18432,0.5803738317757009
welfare,12,D_coords,1105,0.34243243243243243,0.5277207392197125
rai,21,G_coords,656,0.7414772727272727,0.0879222582137899
rai,24,G_coords,557,0.7074688796680498,0.19359534206695778
welfare,6,B_coords,1197,0.5086177762757689,0.3836477987421384
rai,27,H_coords,711,0.5397938144329897,0.2440677966101695
rai,11,B_coords,827,0.4326947637292465,0.5067395264116575
welfare,1,H_coords,916,0.4745173745173745,0.4508780256288562
rai,8,D_coords,538,0.554351395730706,0.36753371868978807
welfare,3,H_coords,1084,0.47094390325831376,0.2778819119025305
rai,20,E_coords,119,0.10957051065268854,0.14102564102564102
rai,27,H_coords,188,0.8230927835051547,0.19418886198547217
welfare,27,G_coords,1231,0.25137174211248287,0.3845405930967428
welfare,1,H_coords,946,0.6749034749034749,0.730422401518747
welfare,29,E_coords,890,0.7868457300275482,0.3815524193548387
rai,25,G_coords,285,0.5924097500771367,0.0630505331478906
welfare,3,A_coords,1043,0.9253521126760563,0.5721295387634936
welfare,7,G_coords,933,0.42935153583617747,0.4811676082862524
rai,15,G_coords,242,0.6206896551724138,0.18576709796672827
rai,26,B_coords,387,0.43039591315453385,0.26644736842105265
rai,11,B_coords,321,0.5946360153256705,0.5132969034608379
rai,6,B_coords,204,0.6019240769630785,0.37767584097859325
welfare,10,A_coords,1131,0.8213208179684881,0.5461501673840268
rai,19,D_coords,527,0.40737179487179487,0.7006548175865295
rai,17,A_coords,834,0.5423051299133911,0.4474780194354466
welfare,9,G_coords,1244,0.1232876712328767,0.778125
rai,4,G_coords,10,0.825249398004816,0.3867403314917127
rai,15,G_coords,492,0.514367816091954,0.7518484288354899
rai,16,G_coords,788,0.1516602809706258,0.7102587800369686
rai,15,E_coords,29,0.8535606820461384,0.4458788480635551
rai,26,B_coords,702,0.8231162196679438,0.5667293233082706
rai,16,G_coords,195,0.7819284802043422,0.8530499075785583
welfare,7,B_coords,1166,0.2464903689193601,0.16808712121212122
rai,22,H_coords,797,0.7965189873417722,0.2501184272856466
welfare,1,H_coords,1026,0.18301158301158302,0.09966777408637874
rai,16,B_coords,492,0.49112238427393784,0.1699953553181607
welfare,10,A_coords,1192,0.5269862554475361,0.44715447154471544
rai,13,B_coords,232,0.4051982672442519,0.11525086934923001
welfare,29,E_coords,907,0.47210743801652894,0.34173387096774194
welfare,2,E_coords,1208,0.24659753726506806,0.2219524040796503
welfare,5,B_coords,989,0.2797250859106529,0.5093503937007874
welfare,9,D_coords,970,0.600672268907563,0.2501197891710589
welfare,7,G_coords,1166,0.22081911262798634,0.300376647834275
rai,21,D_coords,188,0.8104824713641097,0.20511482254697286
rai,26,B_coords,257,0.6554916985951469,0.3317669172932331
rai,11,B_coords,700,0.5006385696040868,0.8360655737704918
rai,17,H_coords,610,0.8458149779735683,0.09381044487427466
rai,3,A_coords,739,0.16805555555555557,0.4556271690629648
rai,0,D_coords,360,0.7766428328226082,0.15540883697308278
welfare,28,H_coords,875,0.23733424005440326,0.5907407407407408
rai,8,D_coords,745,0.871264367816092,0.05491329479768786
rai,13,G_coords,173,0.7330663997330664,0.3048180924287119
rai,26,B_coords,624,0.2136015325670498,0.32048872180451127
rai,23,A_coords,393,0.4932632270785409,0.3539435248296008
welfare,4,A_coords,1178,0.17691029900332225,0.0943952802359882
welfare,3,H_coords,1219,0.3943567349680887,0.05529522024367385
rai,12,A_coords,88,0.5873990306946688,0.5776058261265362
welfare,6,E_coords,1197,0.6483550589695841,0.5392416225749559
welfare,11,H_coords,977,0.41392998917358353,0.14206896551724138
rai,8,H_coords,737,0.8471316818774446,0.26359447004608294
rai,23,A_coords,747,0.37200131449227736,0.6611489776046738
rai,11,G_coords,86,0.1326564035375041,0.32931912922649376
welfare,4,H_coords,985,0.15269382391590014,0.2721849366144668
rai,6,B_coords,281,0.3166926677067083,0.36085626911314983
rai,8,H_coords,560,0.3790743155149935,0.5493087557603686
rai,26,H_coords,745,0.4346544382574517,0.7277295568752855
rai,0,H_coords,507,0.724073380756271,0.4412776412776413
rai,6,B_coords,193,0.3845553822152886,0.06880733944954129
rai,12,A_coords,278,0.6966074313408723,0.38598088302230316
rai,28,H_coords,572,0.6160077770576798,0.05465004793863854
rai,23,A_coords,82,0.7896812356227407,0.3276533592989289
rai,21,G_coords,603,0.29332386363636365,0.18880148079592782
welfare,6,E_coords,1124,0.4338919925512104,0.23368606701940034
rai,13,G_coords,312,0.321654988321655,0.15634218289085547
rai,20,A_coords,724,0.7229480737018426,0.48034515819750717
rai,17,H_coords,730,0.29041003049813624,0.38781431334622823
welfare,12,D_coords,1227,0.4618918918918919,0.3737166324435318
rai,4,D_coords,743,0.7082527401676337,0.5169530887134232
welfare,9,G_coords,1222,0.6537290715372908,0.765625
rai,25,D_coords,415,0.6400983146067416,0.5120822622107969
welfare,2,E_coords,1152,0.4646791963707064,0.3773676542010685
welfare,7,G_coords,1069,0.20648464163822525,0.7203389830508474
rai,9,H_coords,196,0.03083554376657825,0.9380863039399625
rai,15,E_coords,428,0.10865931126713474,0.07944389275074479
welfare,4,H_coords,1093,0.5469119579500658,0.039895600298284865
rai,4,G_coords,176,0.6425868593051256,0.17780010045203415
rai,28,H_coords,602,0.6160077770576798,0.33557046979865773
rai,8,G_coords,1134,0.8833998158944462,0.2768959435626102
rai,5,D_coords,141,0.6740812379110251,0.7169722614010343
rai,10,H_coords,471,0.4281709880868956,0.3582887700534759
welfare,7,B_coords,1204,0.3339862879529873,0.8423295454545454
rai,14,B_coords,393,0.3671223741247082,0.8164717844433147
rai,1,G_coords,243,0.7848101265822784,0.30645968953430147
rai,1,G_coords,543,0.2429676511954993,0.38057085628442666
welfare,7,G_coords,880,0.9389078498293515,0.7782485875706214
rai,26,B_coords,395,0.101213282247765,0.09445488721804511
rai,2,A_coords,280,0.2947552447552448,0.7535591556210113
rai,28,H_coords,207,0.5793907971484121,0.663470757430489
rai,25,D_coords,207,0.35463483146067415,0.187146529562982
rai,21,G_coords,544,0.40589488636363635,0.7302174919018972
welfare,7,B_coords,985,0.3901403852432256,0.13683712121212122
rai,14,E_coords,390,0.06695869837296621,0.0889390519187359
welfare,29,E_coords,1085,0.6584022038567493,0.5080645161290323
rai,11,B_coords,189,0.7481481481481481,0.1296903460837887
rai,10,H_coords,544,0.22179397337070778,0.27564414195430237
rai,4,D_coords,176,0.8023855577047067,0.4435671156525778
rai,6,B_coords,104,0.6783671346853875,0.4892966360856269
welfare,3,A_coords,917,0.5985915492957746,0.053974484789008834
welfare,12,E_coords,1214,0.7473160513223357,0.483206106870229
rai,23,A_coords,550,0.30726256983240224,0.14800389483933787
welfare,7,B_coords,918,0.31603003591250406,0.44554924242424243
rai,27,B_coords,796,0.28267689090275355,0.533013844515442
welfare,7,G_coords,1056,0.14675767918088736,0.7462335216572504
rai,17,H_coords,50,0.3534395120298204,0.9535783365570599
rai,21,D_coords,391,0.3717459215550156,0.48851774530271397
rai,20,A_coords,196,0.5869346733668341,0.13470757430488975
rai,8,G_coords,1041,0.7723227984044185,0.3747795414462081
rai,12,H_coords,204,0.12761964341570223,0.2275132275132275
welfare,12,E_coords,1075,0.5634982979837654,0.5931297709923664
rai,1,D_coords,826,0.6407639117550215,0.782144590004852
rai,26,B_coords,607,0.5938697318007663,0.13721804511278196
rai,5,E_coords,188,0.9276832460732984,0.1257568700512343
rai,28,B_coords,541,0.750942103460089,0.7598602096854717
rai,1,G_coords,508,0.8459915611814346,0.12268402603905859
rai,5,E_coords,151,0.5710078534031413,0.735444806707033
rai,24,D_coords,418,0.8519944016794961,0.27414486921529174
rai,29,B_coords,10,0.10231281850254802,0.30892337536372455
